"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","MSPB-1 Achievement Threshold","MSPB-1 Benchmark","MSPB-1 Baseline Rate","MSPB-1 Performance Rate","MSPB-1 Achievement Points","MSPB-1 Improvement Points","MSPB-1 Measure Score"
"2021","110078",EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET,  NE",ATLANTA,GA,"30308",Fulton,"0.987266","0.852083","0.983675","0.976900","1 out of 10","0 out of 9","1 out of 10"
"2021","110082","SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD",ATLANTA,GA,"30342",Fulton,"0.987266","0.852083","0.939216","0.948296","3 out of 10","0 out of 9","3 out of 10"
"2021","110083",PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW",ATLANTA,GA,"30309",Fulton,"0.987266","0.852083","0.951078","0.956878","3 out of 10","0 out of 9","3 out of 10"
"2021","110087",NORTHSIDE HOSPITAL GWINNETT,"1000 MEDICAL CENTER BOULEVARD",LAWRENCEVILLE,GA,"30045",Gwinnett,"0.987266","0.852083","0.971829","0.985141","1 out of 10","0 out of 9","1 out of 10"
"2021","110089","COFFEE REGIONAL MEDICAL CENTER, INC","1101 OCILLA ROAD",DOUGLAS,GA,"31533",Coffee,"0.987266","0.852083","0.924285","1.008339","0 out of 10","0 out of 9","0 out of 10"
"2021","110091",PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,"30012",Rockdale,"0.987266","0.852083","0.984690","0.973934","1 out of 10","0 out of 9","1 out of 10"
"2021","110092",DODGE COUNTY HOSPITAL,"901 GRIFFIN AVE",EASTMAN,GA,"31023",Dodge,"0.987266","0.852083","1.039706","1.097188","0 out of 10","0 out of 9","0 out of 10"
"2021","110095",TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET",TIFTON,GA,"31793",Tift,"0.987266","0.852083","0.952512","0.970115","2 out of 10","0 out of 9","2 out of 10"
"2021","110104",CRISP REGIONAL HOSPITAL,"902 7TH STREET NORTH",CORDELE,GA,"31015",Crisp,"0.987266","0.852083","0.917815","0.897149","6 out of 10","3 out of 9","6 out of 10"
"2021","110105",COLQUITT REGIONAL MEDICAL CENTER,"3131 THOMASVILLE HWY BOX 40",MOULTRIE,GA,"31768",Colquitt,"0.987266","0.852083","0.949255","0.969775","2 out of 10","0 out of 9","2 out of 10"
"2021","110107","MEDICAL CENTER, NAVICENT HEALTH (THE)","777 HEMLOCK STREET",MACON,GA,"31201",Bibb,"0.987266","0.852083","1.024267","1.025670","0 out of 10","0 out of 9","0 out of 10"
"2021","110109",EMANUEL MEDICAL CENTER,"117 KITE ROAD",SWAINSBORO,GA,"30401",Emanuel,"0.987266","0.852083","0.912800","0.912125","6 out of 10","0 out of 9","6 out of 10"
"2021","110115",WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE",ATLANTA,GA,"30312",Fulton,"0.987266","0.852083","1.060487","1.021871","0 out of 10","1 out of 9","1 out of 10"
"2021","110121",GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE",CAIRO,GA,"39828",Grady,"0.987266","0.852083","0.950293","0.841848","10 out of 10","9 out of 9","10 out of 10"
"2021","110122",SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,"31602",Lowndes,"0.987266","0.852083","0.970020","0.984884","1 out of 10","0 out of 9","1 out of 10"
"2021","110124",WAYNE MEMORIAL HOSPITAL,"865 SOUTH FIRST STREET",JESUP,GA,"31545",Wayne,"0.987266","0.852083","0.968828","0.973682","1 out of 10","0 out of 9","1 out of 10"
"2021","110125",FAIRVIEW PARK HOSPITAL,"200 INDUSTRIAL BOULEVARD",DUBLIN,GA,"31021",Laurens,"0.987266","0.852083","0.942900","0.940841","4 out of 10","0 out of 9","4 out of 10"
"2021","110128",MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,"30474",Toombs,"0.987266","0.852083","0.966102","0.931701","4 out of 10","3 out of 9","4 out of 10"
"2021","110129",ST FRANCIS HOSPITAL- EMORY HEALTHCARE,"2122 MANCHESTER EXPRESSWAY",COLUMBUS,GA,"31995",Muscogee,"0.987266","0.852083","1.033683","1.028321","0 out of 10","0 out of 9","0 out of 10"
"2021","110132",MEMORIAL HOSPITAL AND MANOR,"1500 E SHOTWELL STREET",BAINBRIDGE,GA,"39819",Decatur,"0.987266","0.852083","0.885577","0.889488","7 out of 10","0 out of 9","7 out of 10"
"2021","110135",TAYLOR REGIONAL HOSPITAL,"222 PERRY HWY",HAWKINSVILLE,GA,"31036",Pulaski,"0.987266","0.852083","1.181907","1.149061","0 out of 10","0 out of 9","0 out of 10"
"2021","110142",EVANS MEMORIAL HOSPITAL,"200 N RIVER STREET",CLAXTON,GA,"30417",Evans,"0.987266","0.852083","0.826972","0.942074","4 out of 10","0 out of 9","4 out of 10"
"2021","110143",WELLSTAR COBB HOSPITAL,"3950 AUSTELL RD",AUSTELL,GA,"30106",Cobb,"0.987266","0.852083","0.994818","0.980818","1 out of 10","0 out of 9","1 out of 10"
"2021","110146",SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,"2000 DAN PROCTOR DRIVE",SAINT MARYS,GA,"31558",Camden,"0.987266","0.852083","0.876741","0.940598","4 out of 10","0 out of 9","4 out of 10"
"2021","110153",PERRY HOSPITAL,"1120 MORNINGSIDE DR",PERRY,GA,"31069",Houston,"0.987266","0.852083","0.920208","0.942811","3 out of 10","0 out of 9","3 out of 10"
"2021","110161",NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE",ATLANTA,GA,"30342",Fulton,"0.987266","0.852083","0.955677","0.967698","2 out of 10","0 out of 9","2 out of 10"
"2021","110164",COLISEUM MEDICAL CENTERS,"350 HOSPITAL DRIVE",MACON,GA,"31217",Bibb,"0.987266","0.852083","0.993499","0.999707","0 out of 10","0 out of 9","0 out of 10"
"2021","110165",SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,"30274",Clayton,"0.987266","0.852083","0.948770","0.930125","4 out of 10","1 out of 9","4 out of 10"
"2021","110168",REDMOND REGIONAL MEDICAL CENTER,"501 REDMOND ROAD",ROME,GA,"30165",Floyd,"0.987266","0.852083","0.938738","0.927707","4 out of 10","1 out of 9","4 out of 10"
"2021","110177",DOCTORS HOSPITAL,"3651 WHEELER ROAD",AUGUSTA,GA,"30909",Richmond,"0.987266","0.852083","0.978961","0.985608","1 out of 10","0 out of 9","1 out of 10"
"2021","110184",WELLSTAR DOUGLAS HOSPITAL,"8954 HOSPITAL DRIVE",DOUGLASVILLE,GA,"30134",Douglas,"0.987266","0.852083","0.925426","0.938682","4 out of 10","0 out of 9","4 out of 10"
"2021","110189",FANNIN REGIONAL HOSPITAL,"2855 OLD HIGHWAY 5 NORTH",BLUE RIDGE,GA,"30513",Fannin,"0.987266","0.852083","0.962800","0.985968","1 out of 10","0 out of 9","1 out of 10"
"2021","110191",PIEDMONT HENRY HOSPITAL,"1133 EAGLE'S LANDING PARKWAY",STOCKBRIDGE,GA,"30281",Henry,"0.987266","0.852083","0.972207","0.977758","1 out of 10","0 out of 9","1 out of 10"
"2021","110192",EASTSIDE MEDICAL CENTER,"1700 MEDICAL WAY",SNELLVILLE,GA,"30078",Gwinnett,"0.987266","0.852083","1.010842","1.007445","0 out of 10","0 out of 9","0 out of 10"
"2021","110194",DONALSONVILLE HOSPITAL INC,"102 HOSPITAL CIR",DONALSONVILLE,GA,"39845",Seminole,"0.987266","0.852083","0.775383","0.829676","10 out of 10","0 out of 9","10 out of 10"
"2021","110198",WELLSTAR NORTH FULTON HOSPITAL,"3000 HOSPITAL BOULEVARD",ROSWELL,GA,"30076",Fulton,"0.987266","0.852083","1.009082","1.039102","0 out of 10","0 out of 9","0 out of 10"
"2021","110200",PIEDMONT COLUMBUS REGIONAL NORTHSIDE,"100 FRIST COURT",COLUMBUS,GA,"31909",Muscogee,"0.987266","0.852083","0.971814","1.005557","0 out of 10","0 out of 9","0 out of 10"
"2021","110201",COLISEUM NORTHSIDE HOSPITAL,"400 CHARTER BOULEVARD",MACON,GA,"31210",Bibb,"0.987266","0.852083","1.001611","0.967215","2 out of 10","2 out of 9","2 out of 10"
"2021","110215",PIEDMONT FAYETTE HOSPITAL,"1255 HIGHWAY 54 WEST",FAYETTEVILLE,GA,"30214",Fayette,"0.987266","0.852083","0.952042","0.952812","3 out of 10","0 out of 9","3 out of 10"
"2021","110225",PIEDMONT MOUNTAINSIDE HOSPITAL INC,"1266 HIGHWAY 515 SOUTH",JASPER,GA,"30143",Pickens,"0.987266","0.852083","0.897868","0.905740","6 out of 10","0 out of 9","6 out of 10"
"2021","110226",EMORY HILLANDALE HOSPITAL,"2801 DEKALB MEDICAL PARKWAY",LITHONIA,GA,"30058",DeKalb,"0.987266","0.852083","0.964792","0.966771","2 out of 10","0 out of 9","2 out of 10"
"2021","110229","PIEDMONT NEWNAN HOSPITAL, INC","745 POPLAR ROAD",NEWNAN,GA,"30265",Coweta,"0.987266","0.852083","0.958981","0.973922","1 out of 10","0 out of 9","1 out of 10"
"2021","110230",EMORY JOHNS CREEK HOSPITAL,"6325 HOSPITAL PARKWAY",JOHNS CREEK,GA,"30097",Gwinnett,"0.987266","0.852083","0.911436","0.924761","5 out of 10","0 out of 9","5 out of 10"
"2021","110233",SOUTHEASTERN REGIONAL MEDICAL CENTER,"600 CELEBRATE LIFE PARKWAY",NEWNAN,GA,"30265",Coweta,"0.987266","0.852083","1.052343","1.187719","0 out of 10","0 out of 9","0 out of 10"
"2021","120001",THE QUEENS MEDICAL CENTER,"1301 PUNCHBOWL ST",HONOLULU,HI,"96813",Honolulu,"0.987266","0.852083","0.964547","0.963533","2 out of 10","0 out of 9","2 out of 10"
"2021","120002",MAUI MEMORIAL MEDICAL CENTER,"221 MAHALANI STREET",WAILUKU,HI,"96793",Maui,"0.987266","0.852083","0.882191","0.869075","8 out of 10","4 out of 9","8 out of 10"
"2021","120005",HILO MEDICAL CENTER,"1190 WAIANUENUE AVENUE",HILO,HI,"96720",Hawaii,"0.987266","0.852083","0.903668","0.893975","7 out of 10","1 out of 9","7 out of 10"
"2021","120006",ADVENTIST HEALTH CASTLE,"640 ULUKAHIKI ST",KAILUA,HI,"96734",Honolulu,"0.987266","0.852083","0.904884","0.922596","5 out of 10","0 out of 9","5 out of 10"
"2021","120007",KUAKINI MEDICAL CENTER,"347 NORTH KUAKINI STREET",HONOLULU,HI,"96817",Honolulu,"0.987266","0.852083","0.989536","0.992180","0 out of 10","0 out of 9","0 out of 10"
"2021","120011",KAISER FOUNDATION HOSPITAL,"3288 MOANALUA RD",HONOLULU,HI,"96819",Honolulu,"0.987266","0.852083","0.880667","0.849449","10 out of 10","9 out of 9","10 out of 10"
"2021","120014",WILCOX MEMORIAL HOSPITAL,"3-3420 KUHIO HIGHWAY",LIHUE,HI,"96766",Kauai,"0.987266","0.852083","0.870288","0.902596","6 out of 10","0 out of 9","6 out of 10"
"2021","120019",KONA COMMUNITY HOSPITAL,"79-1019 HAUKAPILA STREET",KEALAKEKUA,HI,"96750",Hawaii,"0.987266","0.852083","0.906518","0.916758","5 out of 10","0 out of 9","5 out of 10"
"2021","120022",STRAUB CLINIC AND HOSPITAL,"888 SO KING STREET",HONOLULU,HI,"96813",Honolulu,"0.987266","0.852083","0.949650","0.974100","1 out of 10","0 out of 9","1 out of 10"
"2021","120026",PALI MOMI MEDICAL CENTER,"98-1079 MOANALUA ROAD",AIEA,HI,"96701",Honolulu,"0.987266","0.852083","0.916422","0.918794","5 out of 10","0 out of 9","5 out of 10"
"2021","120028",NORTH HAWAII COMMUNITY HOSPITAL,"67 1125 MAMALAHOA HIGHWAY",KAMUELA,HI,"96743",Hawaii,"0.987266","0.852083","0.915803","0.908130","6 out of 10","1 out of 9","6 out of 10"
"2021","130002",ST LUKE'S MAGIC VALLEY RMC,"801 POLE LINE ROAD WEST",TWIN FALLS,ID,"83301",Twin Falls,"0.987266","0.852083","0.950212","0.922539","5 out of 10","2 out of 9","5 out of 10"
"2021","130003",ST JOSEPH REGIONAL MEDICAL CENTER,"415 SIXTH STREET",LEWISTON,ID,"83501",Nez Perce,"0.987266","0.852083","0.971594","0.995981","0 out of 10","0 out of 9","0 out of 10"
"2021","130006",ST LUKE'S REGIONAL MEDICAL CENTER,"190 EAST BANNOCK STREET",BOISE,ID,"83712",Ada,"0.987266","0.852083","0.930318","0.932097","4 out of 10","0 out of 9","4 out of 10"
"2021","130007",SAINT ALPHONSUS REGIONAL MEDICAL CENTER,"1055 NORTH CURTIS ROAD",BOISE,ID,"83706",Ada,"0.987266","0.852083","0.969665","0.973871","1 out of 10","0 out of 9","1 out of 10"
"2021","130013",SAINT ALPHONSUS MEDICAL CENTER - NAMPA,"4300 E FLAMINGO AVE",NAMPA,ID,"83687",Canyon,"0.987266","0.852083","0.931551","0.922834","5 out of 10","1 out of 9","5 out of 10"
"2021","130014",WEST VALLEY MEDICAL CENTER,"1717 ARLINGTON STREET",CALDWELL,ID,"83605",Canyon,"0.987266","0.852083","0.952252","0.928701","4 out of 10","2 out of 9","4 out of 10"
"2021","130018",EASTERN IDAHO REGIONAL MEDICAL CENTER,"3100 CHANNING WAY",IDAHO FALLS,ID,"83404",Bonneville,"0.987266","0.852083","1.024194","1.000298","0 out of 10","1 out of 9","1 out of 10"
"2021","130025",MADISON MEMORIAL HOSPITAL,"450 EAST MAIN STREET",REXBURG,ID,"83440",Madison,"0.987266","0.852083","0.998804","0.989846","0 out of 10","0 out of 9","0 out of 10"
"2021","130028",PORTNEUF MEDICAL CENTER,"777 HOSPITAL WAY",POCATELLO,ID,"83201",Bannock,"0.987266","0.852083","0.978129","0.997739","0 out of 10","0 out of 9","0 out of 10"
"2021","130049",KOOTENAI HEALTH,"2003 KOOTENAI HEALTH WAY",COEUR D'ALENE,ID,"83814",Kootenai,"0.987266","0.852083","1.009108","1.019212","0 out of 10","0 out of 9","0 out of 10"
"2021","130071",ST LUKE'S NAMPA MEDICAL CENTER,"9850 W ST LUKES DRIVE STE 250",NAMPA,ID,"83687",Canyon,"0.987266","0.852083",Not Available,"0.916854","5 out of 10",Not Available,"5 out of 10"
"2021","140001",GRAHAM HOSPITAL ASSOCIATION,"210 WEST WALNUT STREET",CANTON,IL,"61520",Fulton,"0.987266","0.852083","0.943722","0.899924","6 out of 10","4 out of 9","6 out of 10"
"2021","140002",ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,"62002",Madison,"0.987266","0.852083","0.931556","0.938200","4 out of 10","0 out of 9","4 out of 10"
"2021","140007",PRESENCE SAINT JOSEPH MEDICAL CENTER,"333 N MADISON ST",JOLIET,IL,"60435",Will,"0.987266","0.852083","1.103204","1.104646","0 out of 10","0 out of 9","0 out of 10"
"2021","140008",LOYOLA GOTTLIEB MEMORIAL HOSPITAL,"701 WEST NORTH AVE",MELROSE PARK,IL,"60160",Cook,"0.987266","0.852083","1.041459","1.006496","0 out of 10","1 out of 9","1 out of 10"
"2021","140010",NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP,"2650 RIDGE AVE",EVANSTON,IL,"60201",Cook,"0.987266","0.852083","1.057713","0.999505","0 out of 10","2 out of 9","2 out of 10"
"2021","140011",HERRIN HOSPITAL,"201 S 14TH ST",HERRIN,IL,"62948",Williamson,"0.987266","0.852083","1.004135","0.968977","2 out of 10","2 out of 9","2 out of 10"
"2021","140012",KATHERINE SHAW BETHEA HOSPITAL,"403 E 1ST ST",DIXON,IL,"61021",Lee,"0.987266","0.852083","0.942346","0.889279","7 out of 10","5 out of 9","7 out of 10"
"2021","140013",PROCTOR HOSPITAL,"5409 N KNOXVILLE AVE",PEORIA,IL,"61614",Peoria,"0.987266","0.852083","0.894587","0.909421","6 out of 10","0 out of 9","6 out of 10"
"2021","140015",BLESSING HOSPITAL,BROADWAY ST & N 11TH ST,QUINCY,IL,"62305",Adams,"0.987266","0.852083","0.954607","0.958359","2 out of 10","0 out of 9","2 out of 10"
"2021","140018",MT SINAI HOSPITAL MEDICAL CENTER,"15TH STREET AT CALIFORNIA",CHICAGO,IL,"60608",Cook,"0.987266","0.852083","0.962191","0.995184","0 out of 10","0 out of 9","0 out of 10"
"2021","140029",RUSH COPLEY MEDICAL CENTER,"2000 OGDEN AVENUE",AURORA,IL,"60504",DuPage,"0.987266","0.852083","1.067898","1.058029","0 out of 10","0 out of 9","0 out of 10"
"2021","140030",SHERMAN HOSPITAL,"1425 NORTH RANDALL ROAD",ELGIN,IL,"60123",Kane,"0.987266","0.852083","1.018780","1.025635","0 out of 10","0 out of 9","0 out of 10"
"2021","140032",ST ANTHONYS MEMORIAL HOSPITAL,"503 N MAPLE STREET",EFFINGHAM,IL,"62401",Effingham,"0.987266","0.852083","0.966676","0.970581","2 out of 10","0 out of 9","2 out of 10"
"2021","140034",SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,"400 NORTH PLEASANT AVENUE",CENTRALIA,IL,"62801",Marion,"0.987266","0.852083","0.968385","0.948827","3 out of 10","1 out of 9","3 out of 10"
"2021","140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",Knox,"0.987266","0.852083","1.039116","0.989942","0 out of 10","2 out of 9","2 out of 10"
"2021","140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",Whiteside,"0.987266","0.852083","0.957101","0.980824","1 out of 10","0 out of 9","1 out of 10"
"2021","140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",Jefferson,"0.987266","0.852083","1.000392","1.019371","0 out of 10","0 out of 9","0 out of 10"
"2021","140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",Cook,"0.987266","0.852083","1.020623","0.956322","3 out of 10","3 out of 9","3 out of 10"
"2021","140052",OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,"62002",Madison,"0.987266","0.852083","0.931484","0.943082","3 out of 10","0 out of 9","3 out of 10"
"2021","140053",ST JOHNS HOSPITAL,"800 E CARPENTER ST",SPRINGFIELD,IL,"62769",Sangamon,"0.987266","0.852083","1.012172","1.028475","0 out of 10","0 out of 9","0 out of 10"
"2021","140054",MACNEAL  HOSPITAL,"3249 SOUTH OAK PARK AVENUE",BERWYN,IL,"60402",Cook,"0.987266","0.852083","1.051257","1.000718","0 out of 10","2 out of 9","2 out of 10"
"2021","140058",PASSAVANT AREA HOSPITAL,"1600 W WALNUT ST",JACKSONVILLE,IL,"62650",Morgan,"0.987266","0.852083","0.895561","0.966395","2 out of 10","0 out of 9","2 out of 10"
"2021","140059",JERSEY COMMUNITY HOSPITAL,"400 MAPLE SUMMIT ROAD",JERSEYVILLE,IL,"62052",Jersey,"0.987266","0.852083","1.058506","1.142717","0 out of 10","0 out of 9","0 out of 10"
"2021","140062",PALOS COMMUNITY HOSPITAL,"12251 SOUTH 80TH AVENUE",PALOS HEIGHTS,IL,"60463",Cook,"0.987266","0.852083","0.995648","1.010293","0 out of 10","0 out of 9","0 out of 10"
"2021","140063",RUSH OAK PARK HOSPITAL,"520 S MAPLE AVE",OAK PARK,IL,"60304",Cook,"0.987266","0.852083","0.936459","0.907215","6 out of 10","3 out of 9","6 out of 10"
"2021","140064",ST MARY MEDICAL CENTER,"3333 NORTH SEMINARY",GALESBURG,IL,"61401",Knox,"0.987266","0.852083","0.994756","1.012043","0 out of 10","0 out of 9","0 out of 10"
"2021","140065",ADVENTIST LA GRANGE MEMORIAL HOSPITAL,"5101 S WILLOW SPRINGS RD",LA GRANGE,IL,"60525",Cook,"0.987266","0.852083","1.076139","1.049720","0 out of 10","1 out of 9","1 out of 10"
"2021","140067",SAINT FRANCIS MEDICAL CENTER,"530 NE GLEN OAK AVE",PEORIA,IL,"61637",Peoria,"0.987266","0.852083","0.988744","0.973351","1 out of 10","1 out of 9","1 out of 10"
"2021","140080",PRESENCE SAINT FRANCIS HOSPITAL,"355 RIDGE AVE",EVANSTON,IL,"60202",Cook,"0.987266","0.852083","1.074219","1.064376","0 out of 10","0 out of 9","0 out of 10"
"2021","140084",VISTA MEDICAL CENTER EAST,"1324 NORTH SHERIDAN ROAD",WAUKEGAN,IL,"60085",Lake,"0.987266","0.852083","1.039227","1.042941","0 out of 10","0 out of 9","0 out of 10"
"2021","140088",THE UNIVERSITY OF CHICAGO MEDICAL CENTER,"5841 SOUTH MARYLAND",CHICAGO,IL,"60637",Cook,"0.987266","0.852083","1.058291","1.027037","0 out of 10","1 out of 9","1 out of 10"
"2021","140089",MC DONOUGH DISTRICT HOSPITAL,"525 EAST GRANT STREET",MACOMB,IL,"61455",McDonough,"0.987266","0.852083","0.947085","0.976623","1 out of 10","0 out of 9","1 out of 10"
"2021","140091",THE CARLE FOUNDATION HOSPITAL,"611 WEST PARK STREET",URBANA,IL,"61801",Champaign,"0.987266","0.852083","0.976338","0.963747","2 out of 10","1 out of 9","2 out of 10"
"2021","140093",OSF SACRED HEART MEDICAL CENTER,"812 N LOGAN AVE",DANVILLE,IL,"61832",Vermilion,"0.987266","0.852083","1.016573","1.020405","0 out of 10","0 out of 9","0 out of 10"
"2021","140095",SAINT ANTHONY HOSPITAL,"2875 WEST 19TH STREET",CHICAGO,IL,"60623",Cook,"0.987266","0.852083","0.982814","0.916086","5 out of 10","5 out of 9","5 out of 10"
"2021","140100",MIDWESTERN REGION MED CENTER,"2520 ELISHA AVENUE",ZION,IL,"60099",Lake,"0.987266","0.852083","1.223214","1.162432","0 out of 10","1 out of 9","1 out of 10"
"2021","140101",MORRIS HOSPITAL & HEALTHCARE CENTERS,"150 W HIGH ST",MORRIS,IL,"60450",Grundy,"0.987266","0.852083","1.015067","1.033342","0 out of 10","0 out of 9","0 out of 10"
"2021","140103",ST BERNARD HOSPITAL,"326 W 64TH ST",CHICAGO,IL,"60621",Cook,"0.987266","0.852083","1.045517","1.022383","0 out of 10","1 out of 9","1 out of 10"
"2021","140110",OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,"1100 EAST NORRIS DRIVE",OTTAWA,IL,"61350",La Salle,"0.987266","0.852083","1.026812","0.963413","2 out of 10","3 out of 9","3 out of 10"
"2021","140113",OSF HEART OF MARY MEDICAL CENTER,"1400 WEST PARK AVENUE",URBANA,IL,"61801",Champaign,"0.987266","0.852083","0.984003","1.007894","0 out of 10","0 out of 9","0 out of 10"
"2021","140114",SWEDISH COVENANT HOSPITAL,"5145 N CALIFORNIA AVE",CHICAGO,IL,"60625",Cook,"0.987266","0.852083","1.071994","1.051889","0 out of 10","0 out of 9","0 out of 10"
"2021","140115",THOREK MEMORIAL HOSPITAL,"850 W IRVING PARK RD",CHICAGO,IL,"60613",Cook,"0.987266","0.852083","1.011636","1.009157","0 out of 10","0 out of 9","0 out of 10"
"2021","140116",NORTHWESTERN MEDICINE MCHENRY HOSPITAL,"4201 MEDICAL CENTER DRIVE",MCHENRY,IL,"60050",McHenry,"0.987266","0.852083","1.029634","1.011661","0 out of 10","1 out of 9","1 out of 10"
"2021","140117",PRESENCE RESURRECTION MEDICAL CENTER,"7435 W TALCOTT AVENUE",CHICAGO,IL,"60631",Cook,"0.987266","0.852083","1.163176","1.154142","0 out of 10","0 out of 9","0 out of 10"
"2021","140119",RUSH UNIVERSITY MEDICAL CENTER,"1653 WEST CONGRESS PARKWAY",CHICAGO,IL,"60612",Cook,"0.987266","0.852083","0.992592","0.960043","2 out of 10","2 out of 9","2 out of 10"
"2021","140120",PEKIN MEMORIAL HOSPITAL,"600 SOUTH 13TH STREET",PEKIN,IL,"61554",Tazewell,"0.987266","0.852083","0.936424","0.919254","5 out of 10","2 out of 9","5 out of 10"
"2021","140122",ADVENTIST HINSDALE HOSPITAL,"120 NORTH OAK ST",HINSDALE,IL,"60521",DuPage,"0.987266","0.852083","1.041213","1.055919","0 out of 10","0 out of 9","0 out of 10"
"2021","140124",JOHN H STROGER JR HOSPITAL,"1901 W HARRISON ST",CHICAGO,IL,"60612",Cook,"0.987266","0.852083","0.872128","0.928892","4 out of 10","0 out of 9","4 out of 10"
"2021","140125",GATEWAY REGIONAL MEDICAL CENTER,"2100 MADISON AVENUE",GRANITE CITY,IL,"62040",Madison,"0.987266","0.852083","0.958873","0.975157","1 out of 10","0 out of 9","1 out of 10"
"2021","140127",ADVOCATE BROMENN MEDICAL CENTER,"1304 FRANKLIN AVENUE",NORMAL,IL,"61761",McLean,"0.987266","0.852083","0.928857","0.954777","3 out of 10","0 out of 9","3 out of 10"
"2021","140130",NORTHWESTERN LAKE FOREST HOSPITAL,"1000 N WESTMORELAND ROAD",LAKE FOREST,IL,"60045",Lake,"0.987266","0.852083","0.978739","0.951180","3 out of 10","2 out of 9","3 out of 10"
"2021","140133",HOLY CROSS HOSPITAL,"2701 W 68TH STREET",CHICAGO,IL,"60629",Cook,"0.987266","0.852083","1.072121","1.059150","0 out of 10","0 out of 9","0 out of 10"
"2021","140135",DECATUR MEMORIAL HOSPITAL,"2300 NORTH EDWARD STREET",DECATUR,IL,"62526",Macon,"0.987266","0.852083","0.979797","0.993723","0 out of 10","0 out of 9","0 out of 10"
"2021","140137",GREENVILLE REGIONAL HOSPITAL,"200 HEALTH CARE DR",GREENVILLE,IL,"62246",Bond,"0.987266","0.852083","0.921756","0.908907","6 out of 10","1 out of 9","6 out of 10"
